PHA Code,PHA Name,Faircloth Limit
OR017, Klamath Housing Authority,59
AL080," Housing Authority of the City of Moulton, AL",58
AR010, NW Regional Housing Authority,58
AR053, Housing Authority of the City of McGehee,58
FL037, Housing Authority of City of Fernandina Beach,58
GA203, Housing Authority of the City of Monticello,58
LA047, Housing Authority of the Town of Erath,58
LA099, Town of Independence HA,58
MA132, Groveland Housing Authority,58
TX171, Housing Authority of Levelland,58
TX189, Housing Authority of Floydada,58
TX387, Housing Authority of Kemp,58
WI058, Sparta Housing Authority,58
AL161," Housing Authority of the City of Marion, AL",57
CO037, Costilla County Housing Authority,57
KY104, Housing Authority of Scottsville,57
MO221, Housing Authority of the City of Festus,57
TX217, Housing Authority of Wills Point,57
TX337, Housing Authority of Mount Vernon,57
AR032, Housing Authority of the City of Paris,56
AR042, Star City Housing Authority,56
CO061, Boulder County Housing Authority,56
GA134, Housing Authority of the City of Blackshear,56
LA065, Housing Authority of the Town of Delcambre,56
LA072, Housing Authority of the Town of Simmesport,56
MA110, Bourne Housing Authority,56
MO026, Housing Authority of the City of Campbell,56
MO077, Republic Housing Authority,56
NE025, David City Housing Authority,56
NM022, Housing Authority of the Town of Springer,56
OK018, Housing Authority of the City of Snyder,56
TX245, Housing Authority of the City of Madisonville,56
TX305, Housing Authority of Kerens,56
TX449, Roma Housing Authority,56
AZ008, Winslow Public Housing Authority,55
GA207, Housing Authority of the City of Bowdon,55
MN022," HRA OF THE CITY OF BLUE EARTH, MINNESOTA",55
NH011, Berlin Housing Authority,55
SC059, MARLBORO CO HSG & REDEV AUTHORITY,55
TX137, Housing Authority of De Kalb,55
TX497, Hidalgo County Housing Authority,55
WA026, Housing Authority City of Othello,55
FL036, Housing Authority of the City of Apalachicola,54
KS059, Moundridge Housing Authority,54
KY034, Housing Authority of Nicholasville,54
KY106, Housing Authority of Owingsville,54
LA091, Southwest Acadia Consolidated Housing Authority,54
NC037, Whiteville Housing Authority,54
SC060, HOUSING AUTHORITY OF ATLANTIC BEACH,54
TX237, Housing Authority of Trinidad,54
WI040, Hurley Housing Authority,54
AL104, Cottonwood Housing Authority,53
IA029, Low Rent Housing Agency Of Missouri Valley,53
IL080, Edwards County Housing Authority,53
NM039, Housing Authority of the County of Rio Arriba,53
OK039, Housing Authority of the Town of Mangum,53
OK085, Housing Authority of the Town of Ryan,53
WI019, Amery Housing Authority,53
WI056, Frederic Housing Authority,53
AR065, Housing Authority of the City of Stephens,52
CA022, Housing Authority of the City of Needles,52
CO021, Julesburg Housing Authority,52
KY084, Housing Authority Vanceburg,52
LA101, Housing Authority of the City of Denham Springs,52
MI093, Rockford Housing Commission,52
NE006, Red Cloud Housing Authority,52
NJ051, Glassboro Housing Authority,52
OR020, Coos0Curry Housing Authority,52
TX111, Housing Authority of Burkburnett,52
TX122, Housing Authority of Omaha,52
TX135, Housing Authority of Linden,52
TX262, Housing Authority of Tenaha,52
TX312, Yorktown Housing Authority,52
TX333, Housing Authority of Mart,52
TX376, Duval County Housing Authority,52
AL093, Housing Authority of the Town of Hanceville,51
MA049, Scituate Housing Authority,51
MI081, Rockwood Housing Commission,51
NC047, Fairmont Housing Authority,51
NE065, Auburn Housing Authority,51
NE174, Bellevue Housing Authority,51
TX027, Housing Authority of McKinney,51
TX274, Housing Authority of Bartlett,51
AL065," Housing Authority of the City of Roanoke, AL",50
AL120, Housing Authority of the City of Linden,50
AL123," Housing Authority of the City of Headland, AL",50
AL146, Housing Authority of the City of Eutaw,50
AL199, Housing Authority of the City of Valley,50
AL202, MOBILE COUNTY HOUSING AUTHORITY,50
AR074, Housing Authority of the City of Salem,50
AR092, Housing Authority of the City of Caraway,50
AR172, Housing Authority of the City of Cotton Plant,50
CA081, Housing Authority of the City of Pleasanton,50
CO009, Housing Authority of the Town of Yuma,50
CO013, Housing Authority of the City of Salida,50
CO029, Housing Authority of the City of Fort Lupton,50
CT036, Portland Housing Authority,50
FL039, DeFuniak Springs Housing Authority,50
FL061, DUNEDIN HOUSING AUTHORITY,50
FL064, VENICE HOUSING AUTHORITY,50
FL144, MONROE COUNTY HOUSING AUTHORITY,50
GA108, Housing Authority of the City of Manchester,50
GA125, Housing Authority of the City of Commerce,50
GA196, Housing Authority of the City of Cumming,50
GA252, Housing Authority of the City of Perry,50
IA001, Corning Housing Commission,50
IA044, Low Rent Housing Agency Of Red Oak,50
IA050, Waterloo Housing Authority,50
IA098, Low Rent Housing Agency of Clinton,50
ID011, Housing Authority of the City Jerome,50
IL042, Mason County Housing Authority,50
IL102, The Housing Authority of the County of Cass IL.,50
IN028, Housing Authority of the City of Huntingburg,50
IN055, Linton Housing Authority,50
IN089, Housing Authority of the City of Rome City,50
IN090, Greendale Housing Authority,50
KS007, Washington Housing Authority,50
KS009, Bonner Springs Housing Authority,50
KS019, Beloit Housing Authority,50
KS020, Osborne Housing Authority,50
KS061, Humboldt Housing Authority,50
KS132, Winfield Housing Authority,50
KY079, Stanford Housing Authority,50
KY092, Housing Authority of Olive Hill,50
KY100, Housing Authority of Greenville,50
LA142, Housing Authority of Jena,50
LA238, Housing Authority of City of Covington,50
MA032, Newburyport Housing Authority,50
MA093, Watertown Housing Authority,50
MA139, Tewksbury Housing Authority,50
ME022, Southwest Harbor Housing Authority,50
ME027, Ellsworth Housing Authority,50
MI016, Bronson Housing Commission,50
MI019, Baraga Housing Commission,50
MI183, Middleville Housing Commission,50
MN100," HRA OF CASS LAKE, MINNESOTA",50
MN128, NEW ULM ECONOMIC DEVELOPMENT AUTHORITY,50
MO033, Mound City Housing Authority,50
MO054, Housing Authority of the City of Boonville,50
MO056, Housing Authority of the City of Fayette,50
MO096, Lexington Housing Authority,50
MS068, The Housing Authority of the City of Waynesboro,50
MT015, Whitefish Housing Authority,50
NC051, Andrews Housing Authority,50
NC054, Madison Housing Authority,50
NC080, Marshall Housing Authority,50
NC088, Belmont Housing Authority,50
NC169, Princeville Housing Authority,50
ND022, Barnes County Housing Authority,50
NH013, Housing Authority of the Town of Newmarket,50
NJ038, Florence Housing Authority,50
NJ057, Belmar Housing Authority,50
NM055, Housing Authority of the Town of Clayton,50
NY066, Auburn Housing Authority,50
NY100, Rockville Centre HA,50
NY414, West Carthage Housing Authority,50
OH067, HARRISON METROPOLITAN HOUSING AUTHORITY,50
OK075, Housing Authority of the City of Beggs,50
OK142, Housing Authority of the City of Henryetta,50
RI020, Smithfield Housing Authority,50
SD035, Pierre Housing & Redevelopment Commision,50
TX044, Housing Authority of Jefferson,50
TX053, Housing Authority of Haskell,50
TX090, Housing Authority of Hico,50
TX100, Housing Authority of City of Leonard,50
TX116, Housing Authority of City of Moody,50
TX128, Housing Authority of Plano,50
TX165, Runge Housing Authority,50
TX166, Tahoka Housing Authority,50
TX183, Housing Authority of Tulia,50
TX197, Housing Authority of Baird,50
TX242, Edgewood Housing,50
TX253, Housing Authority of the City of Centerville,50
TX256, Johnson City Housing Authority,50
TX259, Bastrop Housing Authority,50
TX261, Housing Authority of Mason,50
TX284, Housing Authority City of Alpine,50
TX328, Llano Housing Authority,50
TX334, Housing Authority of the City of San Saba,50
TX448, La Joya Housing Authority,50
TX469, Housing Authority of City of Navasota,50
WI015, Stanley Housing Authority,50
WI018, Plymouth Housing Authority,50
WI069, Mauston Housing Authority,50
WI070, Rhinelander Housing Authority,50
WI090, Baraboo Community Development Authority,50
WY005, Housing Authority of the Town of Douglas,50
IA119, Low Rent Housing Agency of Knoxville,49
KS031, City of Clay Center,49
LA041, Housing Authority of the Town of Lake Arthur,49
MA111, Pembroke Housing Authority,49
MN060," HRA OF SLEEPY EYE, MINNESOTA",49
MN117," HRA OF GILBERT, MINNESOTA",49
MN157, Housing & Redevelopment Authority Of Faribault,49
OR014, Marion County Housing Authority,49
TX221, Housing Authority of Farmersville,49
AR070, Housing Authority of the City of Monette,48
GA194, Housing Authority of the City of Glenwood,48
GA202, Housing Authority of the City of Blue Ridge,48
KY149, Housing Authority of Martin County,48
MI158, Mackinac County Housing Commission,48
MN039," HRA of LE SUEUR, MINNESOTA",48
MO051, Housing Authority of Southwest City,48
OH054, SANDUSKY METROPOLITAN HOUSING AUTHORITY,48
TX239, Brackettville Housing Authority,48
TX247, Housing Authority of Royse City,48
TX252, Housing Authority of Lott,48
GA116, Housing Authority of the City of Carrollton,47
MI191, Caseville Housing Commission,47
NC058, Mars Hill Housing Authority,47
NM025, Housing Authority of the Village of Fort Sumner,47
TX510, Goliad Housing Authority,47
GA124, Housing Authority of the City of Buchanan,46
IA017, Low Rent Housing Agency Of Winterset,46
KS018, Anthony Housing Authority,46
KS028, Sterling Housing Authority,46
KY094, Housing Authority of Sturgis,46
MO019, Housing Authority of the City of Bloomfield,46
MO047, Anderson Housing Authority,46
OK023, Housing Authority of the City of Watonga,46
OK041, Housing Authority of the Town of Ringling,46
OK056, Housing Authority of the City of Newkirk,46
TX117, Housing Authority of Deport,46
TX184, Housing Authority of Crosbyton,46
TX209, Housing Authority of Malakoff,46
WI158, Boscobel Housing Authority,46
KY129, Housing Authority of Dayton,45
LA124, Housing Authority of the Town of Olla,45
MN067, Cambridge Economic Development Authority,45
MN183, Housing & Redevelopment Authority Of Lincoln,45
RI027, Tiverton Housing Authority,45
TX109, Waelder Housing Authority,45
TX249, Housing Authority of Dawson,45
WI029, Bruce Housing Authority,45
AL095, HA MILLPORT,44
AR040, Housing Authority of the City of Des Arc,44
GA112, Housing Authority of the City of Doerun,44
GA169, Housing Authority of the City of Harlem,44
GA209, Housing Authority of the City of Norcross,44
IA079, Villisca Low Rent Housing Agency,44
IL049, Housing Authority of Calhoun County,44
KS034, Norton Housing Authority,44
MA043, Dracut Housing Authority,44
MI181, Bangor Housing Commission,44
MO146, Housing Authority of the City of Memphis,44
NE016, Benkelman Housing Authority,44
OK030, Housing Authority of the City of Madill,44
OK050, Housing Authority of the City of Stroud,44
OK072, Housing Authority of the City of Hartshorne,44
SD025, Lemmon Housing & Redevelopment Commission,44
TX045, Housing Authority of Canyon,44
TX218, Housing Authority of Whitney,44
TX226, Housing Authority of Timpson,44
TX277, Housing Authority of Hale Center,44
TX288, Housing Authority of Winnsboro,44
TX378, Housing Authority of the City of Palacios,44
WI251, Chilton Housing Authority,44
CA064, Housing Authority of the City of San Luis Obispo,43
GA161, Housing Authority of the County of Harris,43
MN101," HRA OF MORA, MINNESOTA",43
NY044, Geneva Housing Authority,43
WI246, Fond du Lac County Housing Authority,43
AL111, Housing Authority of the City of Florala,42
CO014, Wellington Housing Authority,42
IA027, Low Rent Housing Agency Of Leon,42
IA045, Davenport Housing Commission,42
ID016, Southwestern Idaho Cooperative Housing Authority,42
KS021, Oakley Housing Authority,42
KS036, Phillipsburg Housing Authority,42
KS079, Howard Housing Authority,42
MA081, Methuen Housing Authority,42
MN058," HRA of MOUNTAIN LAKE, MINNESOTA",42
OK083, Housing Authority of the City of Maud,42
TX082, Housing Authority of Henrietta,42
TX193, Floresville Housing Authority,42
TX270, Housing Authority of Robert Lee,42
TX273, Housing Authority of Teague,42
AL126, Brundidge Housing Authority,41
AL176, Sumiton Housing Authority,41
CO022, Housing Authority of the City of Wray,41
FL024, Ormond Beach Housing Authority,41
GA263, Housing Authority of the City of Nahunta,41
MI102, East Tawas Housing Commission,41
MN033," HRA of MONTGOMERY, MINNESOTA",41
MN064," HRA OF PRINCETON, MINNESOTA",41
NE031, Blue Hill Housing Authority,41
SC061, Housing Authority of the City of Cayce,41
TX138, Housing Authority of Bogata,41
AL101, Abbeville Housing Authority,40
AL132, Housing Authority of the City of Goodwater,40
AL149, Housing Authority of the Town of New Brockton,40
AL158, Housing Authority of the Town of Clayton,40
AR038, Housing Authority of the City of Booneville,40
AR061, Housing Authority of the City of Hughes,40
AR084, Housing Authority of the City of Bald Knob,40
AR088, Housing Authority of the City of Lake City,40
AR101, Housing Authority of the City of Ozark,40
AR106, Housing Authority of the City of Beebe,40
CO012, Housing Authority of the Town of Limon,40
CO071, Housing Authority of the City of Fountain,40
FL035, Housing Authority of Springfield,40
FL116, DANIA BEACH HOUSING AUTHORITY,40
GA109, Housing Authority of the City of Newton,40
GA214, Housing Authority of the City of Ellaville,40
GA268, Housing Authority of the County of Houston,40
IA114, Albia Housing Agency,40
ID010, Housing Authority of the City of Buhl,40
ID012, Housing Authority of the City of American Falls,40
IN085, Fremont Housing Authority,40
KS045, Galena Housing Authority,40
KS052, Pleasanton Housing Authority,40
KS057, Housing Authority of Medicine Lodge,40
KS058, Ulysses Housing Authority,40
KY060, Housing Authority of Flemingsburg,40
KY080, Housing Authority of Stanton,40
KY087, Housing Authority of Radcliff,40
LA052, Housing Authority of Farmerville,40
LA262, East Carroll Parish Housing Authority,40
MA074, Wakefield Housing Authority,40
MA117, Stoughton Housing Authority,40
MA133, Rockland Housing Authority,40
MI186, Montcalm Housing Commission,40
MI189, Covert Public Housing Commission,40
MN028," HRA of SAUK CENTRE, MINNESOTA",40
MN088," HRA OF LONG PRAIRIE, MINNESOTA",40
MN091," HRA OF MOOSE LAKE, MINNESOTA",40
MN092," HRA OF PINE RIVER, MINNESOTA",40
MN098," HRA OF COTTONWOOD, MINNESOTA",40
MN154, ITASCA COUNTY HRA,40
MO032, Tarkio Housing Authority,40
MO045, Branson Housing Authority,40
MO073, Lawson Housing Authority,40
NC175, Madison County Housing Authority,40
ND015, Mercer County Housing Authority,40
NE040, Albion Housing Authority,40
NE041, Crete Housing Authority,40
NE050, St. Paul Housing Authority,40
NE083, Cozad Housing Authority,40
NE110, Gibbon Housing Agency,40
NM075, Housing Authority of the City of Sunland Park,40
NY064, Woodridge Housing Authority,40
OK011, Housing Authority of the Town of Prague,40
OK021, Housing Authority of the City of Grandfield,40
OK132, Housing Authority of the Town of Cushing,40
OK154, Housing Authority of the Town of Mountain View,40
OR027, Housing Authority of Malheur County,40
PA086, HOUSING AUTHORITY OF THE COUNTY OF CLARION,40
PA092, Snyder County Housing Authority,40
SD009, De Smet Housing & Redevelopment Commission,40
TX112, Hughes Springs,40
TX118, Housing Authority of the City of Caldwell,40
TX176, Three Rivers Housing Authority,40
TX265, Housing Authority of Rogers,40
TX276, Housing Authority of Meridian,40
TX279, Housing Authority of Eldorado,40
TX306, Housing Authority of Junction,40
TX341, Housing Authority of Tatum,40
TX358, Burnet Housing Authority,40
WI016, Spooner Housing Authority,40
WI020, Housing Authority of the City of New Richmond,40
WI067, Prairie du Chien Housing Authority,40
WI093, Sauk City Housing Authority,40
WI111, Ladysmith Housing Authority,40
WI129, Peshtigo Housing Authority,40
WI204, Sauk County Housing Authority,40
WI231, Ashland County Housing Authority,40
AR017, Housing Authority of the City of Pine Bluff,39
GA117, Housing Authority of the City of Boston,39
MA055, Salem Housing Authority,39
MI079, Rogers City Housing Commission,39
OK040, Housing Authority of the City of Sayre,39
WI034, Algoma Housing Authority,39
GA178, Housing Authority of the City of Alamo,38
KS023, Kinsley Housing Authority,38
MI030, Cheboygan Housing Commission,38
MN029," HRA of MADISON, MINNESOTA",38
MN206, Housing & Redevelopment Authority Of Dodge Center,38
MN208, Housing & Redevelopment Authority Of Janesville,38
NE090, Aurora Housing Authority,38
OK060, Housing Authority of the City of Pawnee,38
OK105, Housing Authority of the City of Konawa,38
SD038, Miller Housing & Redevelopment Commision,38
TX083, Housing Authority of Hamilton,38
TX206, Los Fresnos Housing Authority,38
MO069, Slater Housing Authority,37
NE008, Loup City Housing Authority,37
NE109, Wayne Housing Authority,37
NM047, Housing Authority of the Village of Chama,37
AR118, Housing Authority of the City of McCrory,36
AR171, Housing Authority of the City of Greenwood,36
GA238, Housing Authority of the City of Mount Vernon,36
IA046, Rock Rapids Municipal Housing Agency,36
KS112, Halstead Housing Authority,36
KY101, Housing Authority of Irvington,36
LA039, Housing Authority of the Town of Welsh,36
MO209, Housing Authority of the City of Cabool,36
NE017, Stromsburg Housing Authority,36
OK003, Housing Authority of the City of Comanche,36
OK013, Housing Authority of the City of Stigler,36
OK026, Housing Authority of the Town of Cache,36
OK029, Housing Authority of the City of Wilburton,36
OK066, Housing Authority of the Town of Tishomingo,36
OK078, Housing Authority of the City of Krebs,36
OK084, Housing Authority of the City of Minco,36
OK087, Housing Authority of the Town of Wister,36
TX250, Housing Authority of Detroit,36
TX260, Housing Authority of Eden,36
TX269, Housing Authority of Goldthwaite,36
TX296, Schulenburg Housing Authority,36
TX340, Housing Authority of the City of Franklin,36
TX342, Housing Authority of Ferris,36
TX546, Housing Authority of Ralls,36
WI033, Altoona Housing Authority,36
WI127, Washburn Housing Authority,36
WI249, DeForest Housing Authority,36
GA228, Housing Authority of the City of Jonesboro,35
MN020," HRA of PERHAM, MINNESOTA",35
MN047," HRA of BAGLEY, MINNESOTA",35
MO098, Housing Authority of the City of Thayer,35
NE022, Neligh Housing Authority,35
RI021, Jamestown Housing Authority,35
TX543, Housing Authority of Van Horn,35
WI098, Park Falls Housing Authority,35
WV037, Housing Authority of Mingo County,35
AL096, Housing Authority of the City of Heflin,34
AL103, Housing Authority of the City of Hartford,34
AR095, Housing Authority of the City of Decatur,34
AR111, Housing Authority of the City of Rison,34
AR146, Housing Authority of the City of Kensett,34
IA038, Evansdale Municipal Housing Authority,34
MI108, L'Anse Housing Commission,34
MN011," HRA of EVELETH, MINNESOTA",34
MN059," HRA of PINE CITY, MINNESOTA",34
MN069," HRA OF CLARKFIELD, MINNESOTA",34
MO044, Housing Authority of the City of Gideon,34
OK035, Housing Authority of the Town of Cement,34
OK063, Housing Authority of the City of Commerce,34
OK134, Housing Authority of the Caddo Electric Cooperativ,34
SD022, Martin Housing & Redevelopment Commission,34
TN071, Hartsville Housing Authority,34
TX175, Nixon Housing Authority,34
TX195, Housing Authority of Hamlin,34
TX200, Housing Authority of Aspermont,34
TX202, Edcouch Housing Authority,34
TX304, Housing Authority of the City of Bellville,34
AL142, Housing Authority of the City of Newton,33
NE034, Creighton Housing Authority,33
TX151, Housing Authority of Wellington,33
AL089, Vincent Housing Authority,32
AR049, Housing Authority of the City of Gurdon,32
GA243, Housing Authority of the City of Byron,32
KS042, Wamego Housing Authority,32
KY045, Housing Authority of Jackson,32
KY050, Housing Authority of Tompkinsville,32
KY066, Housing Authority of Manchester,32
KY098, Housing Authority of Owenton,32
MA137, Maynard Housing Authority,32
MD021," Housing Authority of St. Mary's County, MD",32
MN025," HRA of WALKER, MINNESOTA",32
MN052," HRA of BRAHAM, MINNESOTA",32
MO023, Housing Authority of the City of Senath,32
MO059, Brunswick Housing Authority,32
MO192, Housing Authority of the City of Ava,32
NM029, Santa Clara Housing Authority,32
NM054, Housing Authority of the Village of Pecos,32
OK017, Housing Authority of the City of Walters,32
OK088, Housing Authority of the Town of Talihina,32
OK136, Housing Authority of the Cookson Hills Electric Co,32
SD023, Murdo Housing and Redevelopment Commission,32
SD040, Webster Housing and Redevelopment Commision,32
TX101, Housing Authority of Avinger,32
TX107, Housing Authority of Whitewright,32
TX124, Housing Authority of the City of Knox City,32
TX325, Housing Authority of Throckmorton,32
TX339, Housing Authority of Clifton,32
WI021, Brillion Housing Authority,32
WI071, Grantsburg Housing Authority,32
WI242, Burnett County Housing Authority,32
CO030, Burlington Housing Authority,31
CO079, Housing Authority of the County of Montezuma,31
GA204, Housing Authority of the City of Senoia,31
KY059, Housing Authority of Falmouth,31
MN211, CARVER COUNTY CDA,31
WI055, Albany Housing Authority,31
AL082, CROSSVILLE HOUSING AUHTORITY,30
AL117, Washington County Housing Authority,30
AZ041, Williams Housing Authority,30
CO006, Housing Authority of the City of Lamar,30
CO023, Holyoke Housing Authority,30
CO043, Center Housing Authority,30
CO044, Housing Authority of the City of Brush,30
CO051, Grand Junction Housing Authority,30
FL033, Seminole County Housing Authority,30
GA126, Housing Authority of the City of Danielsville,30
GA174, Housing Authority of the City of Dahlonega,30
GA216, Housing Authority of the City of Ringgold,30
IA003, Afton Housing Commission,30
IA021, Municipal Housing Agency Of Manning,30
IA032, Lenox Low Rent Housing Agency,30
IL097, Hancock County Housing Authority,30
KS012, Oberlin Housing Authority,30
KS080, Housing Authority of the City of Hoxie,30
KS086, Downs Housing Authority,30
KS091, Hays Housing Authority,30
KS142, Stafford Housing Authority,30
KY046, Housing Authority of Albany,30
KY058, Housing Authority of Beattyville,30
KY069, Housing Authority of Williamstown,30
KY097, Housing Authority of Mount Vernon,30
LA130, Housing Authority of Duson,30
MI015, Wakefield Housing Commission,30
MI054, Laurium Housing Commission,30
MI194, Bath Charter Township Housing Commission,30
MN056," HRA of GLENWOOD, MINNESOTA",30
MN062," HRA OF CITY OF DELANO, MINNESOTA",30
MN065," HRA OF CITY OF MELROSE, MINNESOTA",30
MN068," HRA OF BARNESVILLE, MINNESOTA",30
MN097," HRA OF NEW RICHLAND, MINNESOTA",30
MN102," HRA OF LINDSTROM, MINNESOTA",30
MO029, Housing Authority of the City of Hornersville,30
MO039, Housing Authority of the City of Glasgow,30
MO043, Plattsburg Housing Authority,30
MO050, Pineville Housing Authority,30
MO057, Housing Authority of the City of Illmo,30
MO147, Housing Authority of the City of Lancaster,30
MO191, Housing Authority of the City of Sainte Genevieve,30
MS084, The Housing Authority of the City of Summit,30
NC044, Mount Gilead Housing Authority,30
NE018, Wymore Housing Authority,30
NE035, Ainsworth Housing Authority,30
NE036, Deshler Housing Authority,30
NE047, Wilber Housing Authority,30
NE063, Friend Housing Authority,30
NE115, Chappell Housing Authority,30
NE123, McCook Housing Authority,30
OK016, Housing Authority of the Town of Temple,30
OK034, Housing Authority of the Town of Apache,30
OK069, Housing Authority of the Town of Clayton,30
OK092, Housing Authority of the Town of Granite,30
OK120, Housing Authority of the City of Yale,30
SD010, City of Lennox Housing and Redevelopment Commission,30
TX096, Edna Housing Authority,30
TX150, Housing Authority of the City of Calvert,30
TX172, Housing Authority of Cross Plains,30
TX243, Stockdale Housing Authority,30
TX278, Housing Authority of Bronte,30
TX308, Housing Authority of the City of Crowell,30
TX344, Housing Authority of Van,30
TX351, Housing Authority of the City of Bremond,30
TX452, Bexar County Housing Authority,30
UT021, St. George Housing Authority,30
WI023, Housing Authority of the City of Barron,30
WI026, Abbotsford Housing Authority,30
WI051, Chetek Housing Authority,30
WI061, Housing Authority of the City of Shell Lake,30
WI073, Osceola Housing Authority,30
WY015, Housing Authority of the City of Buffalo,30
CO008, Housing Authority of Antonito,29
ID020, Idaho Housing and Finance Association,29
KS147, Chapman Housing Authority,29
MO063, Housing Authority of the City of Wardell,29
ND009, Towner County Housing Authority,29
NE014, Humboldt Housing Authority,29
NE029, Stanton Housing Authority,29
NE051, Minden Housing Agency,29
OK103, Housing Authority of the City of Waynoka,29
AR045, Pike County Housing Authority,28
CO019, Housing Authority of the City of Brighton,28
IA028, Low Rent Housing Agency Of Bancroft,28
KS032, Marion Housing Authority,28
LA120, Housing Authority of Grant Parish,28
MI118, East Jordan Housing Commission,28
MN191, MOWER COUNTY HRA,28
MN192, DOUGLAS COUNTY HRA,28
ND019, Traill County Housing Authority,28
NM071, Housing Authority of the Village of Cuba,28
OH069, Noble Metropolitan Housing Authority,28
OK007, Housing Authority of the City of Heavener,28
OK065, Housing Authority of the City of Wynnewood,28
RI024, East Greenwich Housing Authority,28
SD017, Parker Housing & Redevelopment Commission,28
TX155, Housing Authority of Decatur,28
TX377, Elgin Housing Authority,28
VA032, Abingdon Redevelopment and Housing Authority,28
WI096, Tomah Public Housing Authority,28
WI221, Lafayette County Housing Authority,28
MO092, Housing Authority of the City of Morehouse,27
MO103, Princeton Housing Authority,27
MS005, The Housing Authority of the City of Biloxi,27
NE103, Oakland Housing Authority,27
NJ059, Pleasantville Housing Authority,27
WI030, Reedsville Housing Authority,27
WI052, Housing Authority of the City of Cumberland,27
AR076, Housing Authority of the City of Mount Ida,26
AR089, Housing Authority of the City of Newark,26
AR090, Housing Authority of the City of Judsonia,26
AR141, Housing Authority of the City of Atkins,26
CA049, Housing Authority of the City of Soledad,26
FL054, HOUSING AUTHORITY OF THE CITY OF MULBERRY,26
IA026, Low Rent Housing Agency Of Mount Ayr,26
IL116, McHenry County Housing Authority,26
KS054, Sabetha Housing Authority,26
LA077, Housing Authority of the Town of Logansport,26
LA127, Housing Authority of the Town of East Hodge,26
MO189, Housing Authority of the City of Norwood,26
NC029, Star Housing Authority,26
NE019, Clay Center Housing Authority,26
NE072, Tekamah Housing Authority,26
NE107, Gordon Housing Authority,26
OK057, Housing Authority of the City of Geary,26
TX188, Housing Authority of Maud,26
TX215, Housing Authority of Spur,26
TX267, Housing Authority of Grandfalls,26
TX281, Granger Housing Authority,26
WI059, Woodville Housing Authority,26
WI066, Mondovi Housing Authority,26
CA046, City of Wasco Housing Authority,25
CO026, Housing Authority for the Town of Cheyenne Wells,25
GA110, Housing Authority of the City of Hampton,25
KS082, Hill City Housing Authority,25
LA261, Village of Fenton Housing Authority,25
MD034, Queen Anne's County Housing Authority,25
MN161, RENVILLE COUNTY HRA,25
MN178, MEEKER COUNTY HRA,25
MN190, BECKER COUNTY ECONOMIC DEVELOPMENT AUTHORITY,25
MO156, Housing Authority of the City of Alton,25
ND030, Benson County Housing Authority,25
ND058, Nelson County Housing Authority,25
NE027, Clarkson Housing Authority,25
NE039, Coleridge Housing Authority,25
NE049, Hooper Housing Authority,25
NE075, Indianola Housing Authority,25
NY501, Hoosick Housing Authority,25
OH025, LAKE METROPOLITAN HOUSING AUTHORITY,25
OK147, Housing Authority of the Town of Lone Wolf,25
SD016, Sioux Falls Housing and Redevelopment Commission,25
TX097, Housing Authority of Savoy,25
TX439, Housing Authority of Anthony,25
WY004, Housing Authority of the City of Casper,25
AL081, Bear Creek Housing Authority,24
AL182," The Housing Authority of the City of Triana,",24
AR046, Housing Authority of the City of Amity,24
AR122, Housing Authority of the City of Yellville,24
AZ021, Eloy Housing Authority,24
GA111, Housing Authority of the City of Arlington,24
GA167, Housing Authority of the City of Fort Gaines,24
GA180, Housing Authority of the City of Fairburn,24
GA190, Housing Authority of the City of Gibson,24
GA210, Housing Authority of the City of Sparta,24
IA007, Low Rent Housing Agency Of Hamburg,24
KS022, Atwood Housing Authority,24
KS056, Valley Falls Housing Authority,24
KS077, Girard Housing Authority,24
KS094, Florence Housing Authority,24
KS095, Belleville Housing Authority,24
KS096, Hillsboro Housing Authority,24
KS113, Cawker City Housing Authority,24
KS131, Frontenac Housing Authority,24
KS141, Mankato Housing Authority,24
KS155, Cherryvale Housing Authority,24
LA035, Housing Authority of the Town of Gueydan,24
MA040, Dedham Housing Authority,24
MI167, Potterville Housing Commission,24
MI187, Rapid River Housing Commission,24
MI192, Hermansville Housing Commission,24
MN095," HRA OF PEQUOT LAKES, MINNESOTA",24
MN164, CLAY COUNTY HRA,24
MO035, Housing Authority of the City of Holcomb,24
MO048, Lanagan Housing Authority,24
MO081, Marionville Housing Authority,24
NE015, Syracuse Housing Authority,24
NE097, Curtis Housing Authority,24
NE098, Tecumseh Housing Authority,24
OK022, Housing Authority of the City of Oilton,24
OK028, Housing Authority of the Town of Weleetka,24
OK037, Housing Authority of the Town of Sterling,24
SD007, Burke Housing and Redevelopment Commission,24
SD013, Howard Housing and Redevelopment Commission,24
SD018, Lake Andes Housing and Redevelopment Commission,24
TX126, Housing Authority of Celeste,24
TX158, Housing Authority of Merkel,24
TX160, Housing Authority of Wink,24
TX233, Housing Authority of Garrison,24
TX255, Housing Authority of Rosebud,24
TX301, Housing Authority of Thorndale,24
UT015, Emery County Housing Authority,24
GA155, Housing Authority of the City of Lumber City,23
GA158, Housing Authority of the County of Atkinson,23
MN071," HRA OF RED LAKE FALLS, MINNESOTA",23
NE068, Harvard Housing Authority,23
OK116, Housing Authority of the Town of Tipton,23
PA085, HOUSING AUTHORITY OF THE COUNTY OF BEDFORD,23
SD021, Wessington Springs Housing and Redevelopment Commission,23
AR086, Housing Authority of the City of Mammoth Spring,22
